filename,mjd,rv_sci_mean_kms,rv_cal_mean_kms
EtalonEtalon_R10_20260422080002_deg0_sp.fits,61152.354545118,0.03502205910795836,0.04298011091302939
EtalonEtalon_R10_20260422110001_deg0_sp.fits,61152.479543914,0.03173531156553852,0.04075177802694626
EtalonEtalon_R11_20260422050002_deg0_sp.fits,61152.231749968,0.0407391598990126,0.0485671862328362
EtalonEtalon_R11_20260422080002_deg0_sp.fits,61152.356765956,0.034871547294669,0.041888346533406735
EtalonEtalon_R11_20260422110001_deg0_sp.fits,61152.481764751,0.03228820452849413,0.040716817688439835
EtalonEtalon_R12_20260422050002_deg0_sp.fits,61152.233970808,0.041096367057442386,0.049280815717958885
EtalonEtalon_R12_20260422080002_deg0_sp.fits,61152.358986793,0.034928190569622534,0.04336984015379933
EtalonEtalon_R12_20260422110001_deg0_sp.fits,61152.483985589,0.03210166732292206,0.04184744023128781
EtalonEtalon_R13_20260422050002_deg0_sp.fits,61152.236191646,0.041901735734737475,0.04936178528017478
EtalonEtalon_R13_20260422080002_deg0_sp.fits,61152.361207631,0.03426578286202886,0.04391480055879922
EtalonEtalon_R13_20260422110001_deg0_sp.fits,61152.486206427,0.03309613217707444,0.043369193144599735
EtalonEtalon_R14_20260422050002_deg0_sp.fits,61152.238412485,0.041677689640441065,0.049481538342736574
EtalonEtalon_R14_20260422080002_deg0_sp.fits,61152.363428469,0.034964946328537624,0.04351397226943785
EtalonEtalon_R14_20260422110001_deg0_sp.fits,61152.488427265,0.03240433910518397,0.04141957959536687
EtalonEtalon_R15_20260422050002_deg0_sp.fits,61152.240633323,0.04141090889988704,0.050459143830275506
EtalonEtalon_R15_20260422080002_deg0_sp.fits,61152.365649306,0.03479642360361045,0.04279449855060872
EtalonEtalon_R15_20260422110001_deg0_sp.fits,61152.490648104,0.0299138770842859,0.03941003480529054
EtalonEtalon_R16_20260422050002_deg0_sp.fits,61152.242854161,0.03953046618594954,0.04727817824534836
EtalonEtalon_R16_20260422080002_deg0_sp.fits,61152.367870142,0.035587202013762545,0.04233935567461682
EtalonEtalon_R16_20260422110001_deg0_sp.fits,61152.492868942,0.029793480784991104,0.038270905400064774
EtalonEtalon_R17_20260422050002_deg0_sp.fits,61152.245075000,0.04003692653376058,0.049021414087500714
EtalonEtalon_R17_20260422080002_deg0_sp.fits,61152.370090978,0.033818692566897124,0.04264544173905335
EtalonEtalon_R17_20260422110001_deg0_sp.fits,61152.495089782,0.030827295088029023,0.04064021352628167
EtalonEtalon_R18_20260422050002_deg0_sp.fits,61152.247295840,0.039262672587764114,0.049318337292261934
EtalonEtalon_R18_20260422080002_deg0_sp.fits,61152.372311815,0.03401785514349458,0.04231544980496527
EtalonEtalon_R18_20260422110001_deg0_sp.fits,61152.497310622,0.03254885565471625,0.04040514901065423
EtalonEtalon_R19_20260422050002_deg0_sp.fits,61152.249516677,0.04095571842022581,0.049008867978236725
EtalonEtalon_R19_20260422080002_deg0_sp.fits,61152.374532653,0.03393283847788052,0.04272853296432421
EtalonEtalon_R19_20260422110001_deg0_sp.fits,61152.499531461,0.03174206142424601,0.041210949896327176
EtalonEtalon_R20_20260422050002_deg0_sp.fits,61152.251737516,0.04133465297927637,0.04895880689013099
EtalonEtalon_R20_20260422080002_deg0_sp.fits,61152.376753491,0.034602709223261786,0.04188945009279059
EtalonEtalon_R20_20260422110001_deg0_sp.fits,61152.501752299,0.03138309885500735,0.04009910971517171
EtalonEtalon_R01_20260423050002_deg0_sp.fits,61153.209550612,0.03190409331646183,0.04231403251578259
EtalonEtalon_R01_20260423080002_deg0_sp.fits,61153.334549383,0.02580231232354377,0.033047457238800086
EtalonEtalon_R01_20260423110001_deg0_sp.fits,61153.459548204,0.020049487075174434,0.03184425711779557
EtalonEtalon_R02_20260423050002_deg0_sp.fits,61153.211771449,0.032982485594874586,0.04148158357171948
EtalonEtalon_R02_20260423080002_deg0_sp.fits,61153.336770222,0.02511442478536755,0.033670705991968995
EtalonEtalon_R02_20260423110001_deg0_sp.fits,61153.461769041,0.02276745115942179,0.03000799404519999
EtalonEtalon_R03_20260423050002_deg0_sp.fits,61153.213992287,0.03305900799898118,0.04014063711628213
EtalonEtalon_R03_20260423080002_deg0_sp.fits,61153.338991062,0.026555480778208983,0.03366580581324875
EtalonEtalon_R03_20260423110001_deg0_sp.fits,61153.463989877,0.022432242588164505,0.03160318947562822
EtalonEtalon_R04_20260423050002_deg0_sp.fits,61153.216213125,0.03168009414139284,0.040678568368879606
EtalonEtalon_R04_20260423080002_deg0_sp.fits,61153.341211901,0.0260213299542264,0.034960478533684405
EtalonEtalon_R04_20260423110001_deg0_sp.fits,61153.466210714,0.022411810415753887,0.030058743371179315
EtalonEtalon_R05_20260423050002_deg0_sp.fits,61153.218433962,0.03202972019065602,0.0414794190485808
EtalonEtalon_R05_20260423080002_deg0_sp.fits,61153.343432741,0.026827451342333643,0.03555303199160777
EtalonEtalon_R05_20260423110001_deg0_sp.fits,61153.468431549,0.021070695985496487,0.032438850418276564
EtalonEtalon_R06_20260423050002_deg0_sp.fits,61153.220654800,0.032244320215482916,0.04047598639386607
